Nazwa pliku,TP,FN,FP,PPV,TPR,ACC,F1,INF
7UNW_1_A_A_2884_U.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
3J79_1_A-C_A_3046_C.amt,5,3,4,0.5555555555555556,0.625,0.5625,0.5882352941176471,0.5892556509887896
3J7A_1_A_A_1746_A.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
7PZY_1_1-4_1_3161_U.amt,4,0,0,1.0,1.0,1.0,1.0,1.0
7LYF_1_A_A_122_G.amt,11,3,7,0.6111111111111112,0.7857142857142857,0.6428571343421936,0.6875000000000001,0.6929348671835832
5J7L_1_AA_A_417_G.amt,1,1,1,0.5,0.5,0.5,0.5,0.5
4KZY_1_i_i_856_G.amt,4,0,0,1.0,1.0,1.0,1.0,1.0
7QEP_1_1_1_1213_U.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
7QCA_1_L50_A_299_U.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7QEP_1_1_1_1662_A.amt,6,0,2,0.75,1.0,0.8333333134651184,0.8571428571428571,0.8660254037844386
7SFR_1_A_A_2282_G.amt,5,3,1,0.8333333333333334,0.625,0.75,0.7142857142857143,0.7216878364870323
7OYC_1_51-81_A_2355_C.amt,8,8,7,0.5333333333333333,0.5,0.53125,0.5161290322580646,0.5163977794943222
7UNW_1_A_A_1534_A.amt,8,0,0,1.0,1.0,1.0,1.0,1.0
7S0S_1_C_C_1783_G.amt,6,0,1,0.8571428571428571,1.0,0.9166666865348816,0.923076923076923,0.9258200997725514
7QI4_1_A_A_2387_U.amt,4,0,4,0.5,1.0,0.5,0.6666666666666666,0.7071067811865476
6ERI_1_BA_A_11_G.amt,3,1,1,0.75,0.75,0.75,0.75,0.75
7OZS_1_3_A_103_U.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7JIL_1_2_2_1079_U.amt,12,0,3,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
7QI4_1_A_A_1896_U.amt,4,4,2,0.6666666666666666,0.5,0.625,0.5714285714285715,0.5773502691896257
7QCA_1_L70_A_108_G.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
3J7P_1_S2_A_328_U.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7P6Z_1_3_3_1290_G.amt,10,2,8,0.5555555555555556,0.8333333333333334,0.5833333134651184,0.6666666666666667,0.6804138174397717
7OYC_1_51-81_B_141_C.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
5XXB_1_1-4_1_542_U.amt,4,0,2,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7QGG_1_S2_A_1457_A.amt,9,1,3,0.75,0.9,0.800000011920929,0.8181818181818182,0.8215838362577492
7OYB_1_51-81_A_2070_U.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
4KZY_1_i_i_673_G.amt,4,0,0,1.0,1.0,1.0,1.0,1.0
7PWO_1_2_2_358_A.amt,2,6,2,0.5,0.25,0.5,0.3333333333333333,0.3535533905932738
8CVM_1_a_A_1425_U.amt,10,2,7,0.5882352941176471,0.8333333333333334,0.625,0.6896551724137931,0.7001400420140049
7AC7_1_4_4_133_A.amt,2,2,2,0.5,0.5,0.5,0.5,0.5
7SFR_1_A_A_2019_A.amt,19,5,10,0.6551724137931034,0.7916666666666666,0.6875,0.7169811320754716,0.7201931413999583
6AZ1_1_1_1_1560_A.amt,6,2,4,0.6,0.75,0.625,0.6666666666666665,0.6708203932499369
4V9F_1_0_0_1346_U.amt,4,0,0,1.0,1.0,1.0,1.0,1.0
7P6Z_1_3_3_99_C.amt,4,4,1,0.8,0.5,0.6875,0.6153846153846154,0.6324555320336759
7ASE_1_0_0_848_U.amt,2,0,2,0.5,1.0,0.5,0.6666666666666666,0.7071067811865476
6YWS_1_A_A_1264_U.amt,10,4,3,0.7692307692307693,0.7142857142857143,0.75,0.7407407407407408,0.7412493166611012
7JIL_1_2_2_577_U.amt,6,2,0,1.0,0.75,0.875,0.8571428571428571,0.8660254037844386
7PZY_1_1-4_1_1702_C.amt,8,0,4,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
6YWS_1_A_A_68_C.amt,10,0,6,0.625,1.0,0.699999988079071,0.7692307692307693,0.7905694150420949
5TBW_1_1-4_1_1049_C.amt,5,7,2,0.7142857142857143,0.4166666666666667,0.625,0.5263157894736842,0.5455447255899809
8EUG_1_1-2_A_3424_A.amt,0,2,0,0.0,0.0,0.5,0.0,0.0
7QCA_1_L50_A_1040_G.amt,12,2,7,0.631578947368421,0.8571428571428571,0.6785714030265808,0.7272727272727273,0.735767207381959
6XU8_1_A5-A8_B_1899_C.amt,3,3,1,0.75,0.5,0.6666666865348816,0.6,0.6123724356957945
7R6Q_1_6_A_28_A.amt,0,2,1,0.0,0.0,0.25,0.0,0.0
7PZY_1_1-4_1_947_A.amt,10,2,6,0.625,0.8333333333333334,0.6666666865348816,0.7142857142857143,0.7216878364870323
7NSH_1_BA_A_600_C.amt,8,2,2,0.8,0.8,0.800000011920929,0.8000000000000002,0.8
4WF9_1_X_X_2622_G.amt,6,0,2,0.75,1.0,0.8333333134651184,0.8571428571428571,0.8660254037844386
6YW5_1_aa_A_1134_A.amt,4,2,4,0.5,0.6666666666666666,0.5,0.5714285714285715,0.5773502691896257
7PWG_1_1-4_1_1755_U.amt,6,0,1,0.8571428571428571,1.0,0.9166666865348816,0.923076923076923,0.9258200997725514
6YDP_1_AA_A_592_A.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
7OYB_1_51-81_A_4175_U.amt,8,2,3,0.7272727272727273,0.8,0.75,0.761904761904762,0.7627700713964739
6SY6_1_D_D_19_C.amt,5,1,3,0.625,0.8333333333333334,0.6666666865348816,0.7142857142857143,0.7216878364870323
7ZHG_1_2_A_796_G.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
6FYY_1_2_2_726_G.amt,0,2,0,0.0,0.0,0.5,0.0,0.0
5O7H_1_A_A_32_C.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
7QGG_1_t-D_B_3903_C.amt,5,1,1,0.8333333333333334,0.8333333333333334,0.8333333134651184,0.8333333333333334,0.8333333333333334
7ASE_1_0_0_840_C.amt,4,2,1,0.8,0.6666666666666666,0.75,0.7272727272727272,0.7302967433402214
7OYC_1_22_A_1747_A.amt,6,0,1,0.8571428571428571,1.0,0.9166666865348816,0.923076923076923,0.9258200997725514
6GSL_1_3L_A_31_G.amt,4,0,2,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
6HD7_1_B_B_26_A.amt,0,2,0,0.0,0.0,0.5,0.0,0.0
5J7L_1_AA_A_445_G.amt,5,1,3,0.625,0.8333333333333334,0.6666666865348816,0.7142857142857143,0.7216878364870323
4JXZ_1_B_B_972_A.amt,0,2,0,0.0,0.0,0.5,0.0,0.0
6ZU5_1_L50_A_1865_G.amt,6,6,6,0.5,0.5,0.5,0.5,0.5
7R81_1_A2_A_1102_C.amt,6,2,3,0.6666666666666666,0.75,0.6875,0.7058823529411765,0.7071067811865476
8CRX_1_A_A_1027_U.amt,5,3,3,0.625,0.625,0.625,0.625,0.625
6AZ3_1_2_2_625_U.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
7PZY_1_1-4_1_1249_U.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
6CF2_1_G_G_27_G.amt,0,2,1,0.0,0.0,0.25,0.0,0.0
6AZ1_1_1_1_124_A.amt,0,4,1,0.0,0.0,0.375,0.0,0.0
1G1X_1_J-I_I_590_C.amt,5,3,2,0.7142857142857143,0.625,0.6875,0.6666666666666666,0.6681531047810609
7O7Y_1_B5-B8_A_3993_G.amt,6,2,0,1.0,0.75,0.875,0.8571428571428571,0.8660254037844386
6RM3_1_S60_A_643_A.amt,4,0,2,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
6XU8_1_B2_A_1017_A.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7OYC_1_22_A_466_C.amt,4,8,2,0.6666666666666666,0.3333333333333333,0.5833333134651184,0.4444444444444444,0.4714045207910317
7UNW_1_a_A_368_A.amt,9,7,6,0.6,0.5625,0.59375,0.5806451612903225,0.5809475019311126
5MRC_1_A_A_1963_C.amt,2,2,3,0.4,0.5,0.375,0.4444444444444445,0.4472135954999579
8D8L_1_a_A_261_U.amt,4,2,1,0.8,0.6666666666666666,0.75,0.7272727272727272,0.7302967433402214
8GLP_1_L5-L8_B_2697_A.amt,0,2,0,0.0,0.0,0.5,0.0,0.0
6YW5_1_aa_A_452_A.amt,4,2,2,0.6666666666666666,0.6666666666666666,0.6666666865348816,0.6666666666666666,0.6666666666666666
4V88_1_A6_A_1792_G.amt,12,4,5,0.7058823529411765,0.75,0.71875,0.7272727272727272,0.7276068751089989
8CRX_1_A_A_642_G.amt,0,2,0,0.0,0.0,0.5,0.0,0.0
7OYC_1_51-81_A_3453_G.amt,6,2,3,0.6666666666666666,0.75,0.6875,0.7058823529411765,0.7071067811865476
7MRL_1_A_A_10_G.amt,5,3,2,0.7142857142857143,0.625,0.6875,0.6666666666666666,0.6681531047810609
4KZY_1_i_i_1346_U.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
7JIL_1_2_2_1306_C.amt,4,2,1,0.8,0.6666666666666666,0.75,0.7272727272727272,0.7302967433402214
7JIL_1_1_1_2598_A.amt,2,6,5,0.2857142857142857,0.25,0.3125,0.26666666666666666,0.2672612419124244
3J79_1_A-C_C_102_U.amt,8,2,4,0.6666666666666666,0.8,0.699999988079071,0.7272727272727272,0.7302967433402214
6RM3_1_L50_A_1479_U.amt,5,1,1,0.8333333333333334,0.8333333333333334,0.8333333134651184,0.8333333333333334,0.8333333333333334
8D8L_1_a_A_834_A.amt,14,0,6,0.7,1.0,0.7857142686843872,0.8235294117647058,0.8366600265340756
7R6Q_1_1-2_A_1613_A.amt,1,1,0,1.0,0.5,0.75,0.6666666666666666,0.7071067811865476
7P6Z_1_5_5_741_C.amt,5,3,3,0.625,0.625,0.625,0.625,0.625
3J79_1_A-C_A_826_U.amt,3,1,1,0.75,0.75,0.75,0.75,0.75
7P6Z_1_5_5_1218_C.amt,7,3,4,0.6363636363636364,0.7,0.6499999761581421,0.6666666666666666,0.6674238124719146
8CRX_1_A_A_257_G.amt,1,3,0,1.0,0.25,0.625,0.4,0.5
7QCA_1_S60_A_1314_C.amt,4,0,2,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
1KUQ_1_B_B_50_U.amt,3,1,0,1.0,0.75,0.875,0.8571428571428571,0.8660254037844386
7CPU_1_L5-L8_B_98_C.amt,6,4,3,0.6666666666666666,0.6,0.6499999761581421,0.631578947368421,0.6324555320336759
7RQB_1_1A_A_1367_A.amt,6,0,0,1.0,1.0,1.0,1.0,1.0
7QGG_1_S2_A_1140_U.amt,7,1,1,0.875,0.875,0.875,0.875,0.875
4V7M_1_AY_A_40_C.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7QCA_1_S60_A_99_G.amt,6,0,4,0.6,1.0,0.6666666865348816,0.7499999999999999,0.7745966692414834
7PKT_1_3-4-5-2_A_27_G.amt,10,0,3,0.7692307692307693,1.0,0.8500000238418579,0.8695652173913044,0.8770580193070292
7KGB_1_a_a_484_A.amt,5,3,1,0.8333333333333334,0.625,0.75,0.7142857142857143,0.7216878364870323
4KZY_1_i_i_332_C.amt,5,3,1,0.8333333333333334,0.625,0.75,0.7142857142857143,0.7216878364870323
5XUZ_1_B_B_-17_U.amt,0,8,3,0.0,0.0,0.3125,0.0,0.0
7JIL_1_2_2_492_C.amt,2,6,2,0.5,0.25,0.5,0.3333333333333333,0.3535533905932738
6XU8_1_A5-A8_B_2858_U.amt,0,2,1,0.0,0.0,0.25,0.0,0.0
7PKT_1_0_A_33_G.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
7QEP_1_1_1_1742_G.amt,6,6,2,0.75,0.5,0.6666666865348816,0.6,0.6123724356957945
6SWE_1_2_2_1143_A.amt,7,1,5,0.5833333333333334,0.875,0.625,0.7000000000000001,0.7144345083117604
7S0S_1_C_C_2227_A.amt,4,2,1,0.8,0.6666666666666666,0.75,0.7272727272727272,0.7302967433402214
6SWE_1_2_2_999_G.amt,6,2,4,0.6,0.75,0.625,0.6666666666666665,0.6708203932499369
7QIZ_1_S2_A_960_G.amt,2,2,2,0.5,0.5,0.5,0.5,0.5
7ASE_1_0_0_605_G.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
5MRC_1_A_A_910_G.amt,14,2,8,0.6363636363636364,0.875,0.6875,0.7368421052631579,0.7462025072446364
5B63_1_D_D_948_U.amt,5,3,3,0.625,0.625,0.625,0.625,0.625
6XU8_1_A5-A8_B_87_U.amt,8,2,5,0.6153846153846154,0.8,0.6499999761581421,0.6956521739130435,0.7016464154456233
7L49_1_E_E_74_C.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
6ZJ3_1_LF_A_1519_G.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
7CPU_1_L5-L8_A_1378_A.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
8BUU_1_a_A_960_U.amt,8,2,5,0.6153846153846154,0.8,0.6499999761581421,0.6956521739130435,0.7016464154456233
8GLP_1_L5-L8_B_982_U.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
2AKE_1_B_B_29_U.amt,5,1,2,0.7142857142857143,0.8333333333333334,0.75,0.7692307692307692,0.7715167498104596
6ZU5_1_L70_A_19_A.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
6TH6_1_BA_A_2754_C.amt,4,4,2,0.6666666666666666,0.5,0.625,0.5714285714285715,0.5773502691896257
8GLP_1_L5-L8_B_1906_U.amt,14,0,4,0.7777777777777778,1.0,0.8571428656578064,0.8750000000000001,0.8819171036881969
5TBW_1_1-4_1_2282_U.amt,9,5,3,0.75,0.6428571428571429,0.7142857313156128,0.6923076923076924,0.6943650748294137
7R81_1_A1-C1_A_1626_G.amt,5,1,4,0.5555555555555556,0.8333333333333334,0.5833333134651184,0.6666666666666667,0.6804138174397717
8A57_1_A_A_362_C.amt,6,0,3,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
6ZU5_1_S60_A_1279_C.amt,15,1,2,0.8823529411764706,0.9375,0.90625,0.9090909090909091,0.9095085938862486
5XY3_1_1-4_1_624_U.amt,10,2,3,0.7692307692307693,0.8333333333333334,0.7916666865348816,0.8,0.8006407690254357
6YWS_1_A_A_3080_A.amt,6,2,5,0.5454545454545454,0.75,0.5625,0.631578947368421,0.6396021490668313
8BUU_1_A_A_1447_C.amt,10,0,4,0.7142857142857143,1.0,0.800000011920929,0.8333333333333333,0.8451542547285166
3J79_1_A-C_A_1979_C.amt,4,0,2,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
3J7A_1_A_A_1686_C.amt,10,2,0,1.0,0.8333333333333334,0.9166666865348816,0.9090909090909091,0.9128709291752769
7CPU_1_L5-L8_A_3369_A.amt,3,1,2,0.6,0.75,0.625,0.6666666666666665,0.6708203932499369
4WF9_1_X_X_1353_A.amt,6,4,1,0.8571428571428571,0.6,0.75,0.7058823529411764,0.7171371656006361
5XXB_1_1-4_1_893_C.amt,12,2,8,0.6,0.8571428571428571,0.6428571343421936,0.7058823529411764,0.7171371656006361
3J7P_1_S2_A_1018_U.amt,6,0,2,0.75,1.0,0.8333333134651184,0.8571428571428571,0.8660254037844386
7UW1_1_a_A_1346_A.amt,10,6,2,0.8333333333333334,0.625,0.75,0.7142857142857143,0.7216878364870323
6ZJ3_1_LI_A_3247_A.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
7C79_1_A_A_322_U.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7O81_1_AJ_A_10_G.amt,5,1,2,0.7142857142857143,0.8333333333333334,0.75,0.7692307692307692,0.7715167498104596
7CPU_1_S2_A_1488_A.amt,3,5,2,0.6,0.375,0.5625,0.4615384615384615,0.4743416490252569
7QEP_1_1_1_1558_U.amt,2,2,3,0.4,0.5,0.375,0.4444444444444445,0.4472135954999579
4V99_1_C2_A_3_A.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7O7Y_1_B5-B8_A_4025_A.amt,8,4,3,0.7272727272727273,0.6666666666666666,0.7083333134651184,0.6956521739130435,0.6963106238227914
6ERI_1_AA_A_1369_G.amt,8,0,4,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7R81_1_A2_A_761_A.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7QI4_1_AA_A_1438_G.amt,2,2,1,0.6666666666666666,0.5,0.625,0.5714285714285715,0.5773502691896257
6XU8_1_A5-A8_B_2722_U.amt,2,2,2,0.5,0.5,0.5,0.5,0.5
5XXB_1_1-4_4_16_G.amt,11,1,5,0.6875,0.9166666666666666,0.75,0.7857142857142857,0.7938566201357353
7ZHG_1_2_A_1135_C.amt,6,0,0,1.0,1.0,1.0,1.0,1.0
3J79_1_A-C_A_221_A.amt,9,1,4,0.6923076923076923,0.9,0.75,0.7826086956521738,0.7893522173763263
6S0X_1_a_a_833_G.amt,2,4,2,0.5,0.3333333333333333,0.5,0.4,0.408248290463863
5J7L_1_DA_A_2284_A.amt,3,1,2,0.6,0.75,0.625,0.6666666666666665,0.6708203932499369
6RM3_1_L50_A_358_U.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
3J79_1_A-C_A_1673_A.amt,6,2,2,0.75,0.75,0.75,0.75,0.75
5J7L_1_AA_A_951_G.amt,6,6,4,0.6,0.5,0.5833333134651184,0.5454545454545454,0.5477225575051661
6XU8_1_A5-A8_B_3162_C.amt,7,3,4,0.6363636363636364,0.7,0.6499999761581421,0.6666666666666666,0.6674238124719146
6CB3_1_B_B_61_G.amt,4,2,2,0.6666666666666666,0.6666666666666666,0.6666666865348816,0.6666666666666666,0.6666666666666666
7KGB_1_a_a_849_C.amt,8,0,5,0.6153846153846154,1.0,0.6875,0.761904761904762,0.7844645405527362
7BHP_1_B_B_303_G.amt,0,2,0,0.0,0.0,0.5,0.0,0.0
6UFM_1_A_A_44_G.amt,3,1,2,0.6,0.75,0.625,0.6666666666666665,0.6708203932499369
8BUU_1_a_A_1002_U.amt,7,5,5,0.5833333333333334,0.5833333333333334,0.5833333134651184,0.5833333333333334,0.5833333333333334
4WF9_1_X_X_666_A.amt,12,0,4,0.75,1.0,0.8333333134651184,0.8571428571428571,0.8660254037844386
7O7Y_1_B5-B8_A_888_C.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
7P7Q_1_A_A_2114_G.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
7PWG_1_1-4_1_1037_C.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
6ERI_1_BA_A_593_U.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
6AZ1_1_1_1_2031_A.amt,7,3,3,0.7,0.7,0.699999988079071,0.7,0.7
7CPU_1_L5-L8_A_1093_C.amt,4,4,2,0.6666666666666666,0.5,0.625,0.5714285714285715,0.5773502691896257
3DIL_1_A_A_124_G.amt,6,2,1,0.8571428571428571,0.75,0.8125,0.7999999999999999,0.8017837257372731
4KZY_1_i_i_1030_A.amt,11,5,4,0.7333333333333333,0.6875,0.71875,0.7096774193548386,0.710046946804693
7QIZ_1_S2_A_1662_U.amt,4,0,0,1.0,1.0,1.0,1.0,1.0
7QGG_1_t-D_B_2358_G.amt,12,4,3,0.8,0.75,0.78125,0.7741935483870969,0.7745966692414834
3Q3Z_1_V_V_36_U.amt,2,2,2,0.5,0.5,0.5,0.5,0.5
5XXU_1_2_2_1555_U.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
8CVM_1_a_A_177_G.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
8AM9_1_8_A_60_C.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
5J7L_1_AA_A_511_C.amt,0,4,0,0.0,0.0,0.5,0.0,0.0
7LJ3_1_A_A_25_U.amt,5,5,4,0.5555555555555556,0.5,0.550000011920929,0.5263157894736842,0.5270462766947299
7P7Q_1_A_A_2039_U.amt,10,0,4,0.7142857142857143,1.0,0.800000011920929,0.8333333333333333,0.8451542547285166
6S0X_1_a_a_874_A.amt,9,5,6,0.6,0.6428571428571429,0.6071428656578064,0.6206896551724138,0.6210590034081188
7ACJ_1_4_4_175_A.amt,0,2,0,0.0,0.0,0.5,0.0,0.0
7UW1_1_a_A_358_G.amt,6,0,5,0.5454545454545454,1.0,0.5833333134651184,0.7058823529411764,0.7385489458759964
6AZ3_1_2_2_438_C.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
6RM3_1_S60_A_803_C.amt,0,6,0,0.0,0.0,0.5,0.0,0.0
7PWG_1_1-4_1_1602_C.amt,0,2,0,0.0,0.0,0.5,0.0,0.0
7RQB_1_1A_A_84_A.amt,6,2,3,0.6666666666666666,0.75,0.6875,0.7058823529411765,0.7071067811865476
7P7Q_1_A_A_101_G.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
7PWG_1_1-4_1_1328_C.amt,8,0,1,0.8888888888888888,1.0,0.9375,0.9411764705882353,0.9428090415820634
7OYC_1_22_A_1792_A.amt,7,5,4,0.6363636363636364,0.5833333333333334,0.625,0.6086956521739131,0.6092717958449424
7JIL_1_2_2_1081_U.amt,4,0,2,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7CPU_1_L5-L8_A_2498_A.amt,11,1,5,0.6875,0.9166666666666666,0.75,0.7857142857142857,0.7938566201357353
8EUG_1_1-2_A_3440_A.amt,0,2,0,0.0,0.0,0.5,0.0,0.0
1EC6_1_C_C_13_C.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
6ZU5_1_S60_A_58_C.amt,6,0,3,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
8EUG_1_1-2_A_599_U.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7QEP_1_3_3_1184_C.amt,10,0,7,0.5882352941176471,1.0,0.6499999761581421,0.7407407407407407,0.7669649888473704
1T0K_1_D-C_D_60_U.amt,5,1,1,0.8333333333333334,0.8333333333333334,0.8333333134651184,0.8333333333333334,0.8333333333333334
4WF9_1_X_X_2878_U.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
6XU8_1_A5-A8_B_2728_C.amt,10,4,6,0.625,0.7142857142857143,0.6428571343421936,0.6666666666666666,0.6681531047810609
7PWO_1_2_2_320_G.amt,8,0,0,1.0,1.0,1.0,1.0,1.0
5XXB_1_1-4_1_622_U.amt,1,3,0,1.0,0.25,0.625,0.4,0.5
4QK9_1_A_A_97_A.amt,6,4,4,0.6,0.6,0.6000000238418579,0.6,0.6
6YWS_1_A_A_3087_U.amt,1,3,1,0.5,0.25,0.5,0.3333333333333333,0.3535533905932738
6YW5_1_aa_A_103_C.amt,3,11,1,0.75,0.21428571428571427,0.5714285969734192,0.3333333333333333,0.40089186286863654
7PWG_1_1-4_1_2296_G.amt,3,7,6,0.3333333333333333,0.3,0.3499999940395355,0.3157894736842105,0.31622776601683794
5XXB_1_1-4_1_3394_G.amt,12,4,7,0.631578947368421,0.75,0.65625,0.6857142857142857,0.6882472016116853
6XU8_1_B2_A_1298_C.amt,4,6,2,0.6666666666666666,0.4,0.6000000238418579,0.5,0.5163977794943222
4WF9_1_X_X_2869_G.amt,11,3,4,0.7333333333333333,0.7857142857142857,0.75,0.7586206896551724,0.7590721152765896
7P6Z_1_3_3_2357_G.amt,9,3,5,0.6428571428571429,0.75,0.6666666865348816,0.6923076923076924,0.6943650748294137
8D8L_1_a_A_816_U.amt,3,3,1,0.75,0.5,0.6666666865348816,0.6,0.6123724356957945
6ZU5_1_S60_A_1214_G.amt,4,4,2,0.6666666666666666,0.5,0.625,0.5714285714285715,0.5773502691896257
7CPU_1_S2_A_49_C.amt,11,3,3,0.7857142857142857,0.7857142857142857,0.7857142686843872,0.7857142857142857,0.7857142857142857
8CVO_1_A_A_1147_C.amt,6,0,3,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
4WF9_1_Y_Y_28_C.amt,10,2,5,0.6666666666666666,0.8333333333333334,0.7083333134651184,0.7407407407407408,0.7453559924999299
3AMU_1_B_B_45_G.amt,0,4,1,0.0,0.0,0.375,0.0,0.0
6OKK_1_g_g_43_C.amt,0,4,0,0.0,0.0,0.5,0.0,0.0
5XXB_1_1-4_4_60_A.amt,6,4,5,0.5454545454545454,0.6,0.550000011920929,0.5714285714285713,0.5720775535473553
7RQB_1_1A_A_1980_G.amt,12,4,6,0.6666666666666666,0.75,0.6875,0.7058823529411765,0.7071067811865476
8A22_1_B3-B2-B1_A_52_G.amt,4,4,3,0.5714285714285714,0.5,0.5625,0.5333333333333333,0.5345224838248488
7JIL_1_1_1_1581_A.amt,8,2,5,0.6153846153846154,0.8,0.6499999761581421,0.6956521739130435,0.7016464154456233
7QI4_1_A_A_2280_C.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
6TH6_1_BA_A_1990_U.amt,4,0,0,1.0,1.0,1.0,1.0,1.0
7NHN_1_a_a_1490_A.amt,8,0,2,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
7ZHG_1_2_A_144_G.amt,12,0,6,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
6TH6_1_BA_A_1812_A.amt,8,10,2,0.8,0.4444444444444444,0.6666666865348816,0.5714285714285714,0.5962847939999439
4KZZ_1_j_j_49_A.amt,4,2,2,0.6666666666666666,0.6666666666666666,0.6666666865348816,0.6666666666666666,0.6666666666666666
6AZ1_1_1_1_1190_C.amt,6,2,6,0.5,0.75,0.5,0.6,0.6123724356957945
7A0S_1_X_X_2826_C.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
6RM3_1_L50_A_554_U.amt,0,2,2,0.0,0.0,0.0,0.0,0.0
3J7P_1_S2_A_1713_C.amt,1,1,1,0.5,0.5,0.5,0.5,0.5
3J79_1_A-C_A_770_U.amt,8,2,6,0.5714285714285714,0.8,0.6000000238418579,0.6666666666666666,0.6761234037828132
3J7Q_1_5-8_5_2467_U.amt,2,4,2,0.5,0.3333333333333333,0.5,0.4,0.408248290463863
7CPU_1_L7_A_109_U.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
7OYB_1_51-81_A_2991_C.amt,1,1,0,1.0,0.5,0.75,0.6666666666666666,0.7071067811865476
6XU8_1_A5-A8_B_1318_A.amt,4,0,2,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7O7Y_1_B5-B8_A_2663_C.amt,3,3,1,0.75,0.5,0.6666666865348816,0.6,0.6123724356957945
7NHN_1_a_a_366_A.amt,12,6,10,0.5454545454545454,0.6666666666666666,0.5555555820465088,0.6,0.6030226891555273
7SFR_1_A_A_1358_C.amt,6,0,1,0.8571428571428571,1.0,0.9166666865348816,0.923076923076923,0.9258200997725514
6YDP_1_BA_A_620_A.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7ZHG_1_2_A_968_G.amt,8,0,5,0.6153846153846154,1.0,0.6875,0.761904761904762,0.7844645405527362
7JIL_1_1_1_1959_A.amt,3,7,4,0.42857142857142855,0.3,0.44999998807907104,0.3529411764705882,0.35856858280031806
7UVZ_1_A_A_2688_C.amt,12,0,6,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7UVZ_1_A_A_827_A.amt,6,4,3,0.6666666666666666,0.6,0.6499999761581421,0.631578947368421,0.6324555320336759
